gazetteerId,placeName,sourcePlaceName,pleiadesId,pleiadesName,latitude,longitude,featureType,description,uri,confidence
GAZ00140,Intercisa,Intercisa,197323,Intercisa,46.974661,18.937209,unknown,"An ancient place, cited: BAtlas 20 F3 Intercisa",http://pleiades.stoa.org/places/197323,confirmed
GAZ00141,Ioviacum,Ioviaco,118761,Ioviacum,48.424004,13.871117,unknown,"An ancient place, cited: BAtlas 12 G4 Ioviacum?",http://pleiades.stoa.org/places/118761,confirmed
GAZ00142,Isiu,Isiu,756583,Isiu,27.26579,31.149104,unknown,"An ancient place, cited: BAtlas 77 E2 Isiu",http://pleiades.stoa.org/places/756583,confirmed
GAZ00143,Iulia Concordia,Concordensis,393441,Iulia Concordia,45.756906,12.844313,unknown,Iulia Concordia (Concordia Sagittaria) was established by the Romans in 42 BC at the intersection of the Via Annia and the Via Postumia.,http://pleiades.stoa.org/places/393441,confirmed
GAZ00144,Iuliobriga,Iuliobriga,236493,Iuliobriga,42.985111,-4.113918,unknown,"An ancient place, cited: BAtlas 24 G2 Iuliobriga",http://pleiades.stoa.org/places/236493,confirmed
GAZ00145,Laedemata,Laedemata,207237,Lederata,44.813432,21.334266,unknown,"An ancient place, cited: BAtlas 21 D5 Lederata",http://pleiades.stoa.org/places/207237,confirmed
GAZ00146,Laedenata,Laedenatae,207237,Lederata,44.813432,21.334266,unknown,"An ancient place, cited: BAtlas 21 D5 Lederata",http://pleiades.stoa.org/places/207237,confirmed
GAZ00147,Lapurdum,Lapurdo,246461,Lapurdum,43.492723,-1.474944,unknown,"An ancient place, cited: BAtlas 25 D2 Lapurdum",http://pleiades.stoa.org/places/246461,confirmed
GAZ00148,Lauriacum,Lauriacensis,118802,Lauriacum,48.220692,14.465958,unknown,"An ancient place, cited: BAtlas 12 H4 Lauriacum",http://pleiades.stoa.org/places/118802,confirmed
GAZ00149,Lauriacum,Lauriaco,118802,Lauriacum,48.220692,14.465958,unknown,"An ancient place, cited: BAtlas 12 H4 Lauriacum",http://pleiades.stoa.org/places/118802,confirmed
GAZ00150,Lavatres,Lavatres,89224,Lavatris,54.517008,-2.007831,unknown,"An ancient place, cited: BAtlas 9 F6 Lavatris",http://pleiades.stoa.org/places/89224,confirmed
GAZ00151,Lentia,Lentiae,118803,Lentia,48.306072,14.286293,unknown,"An ancient place, cited: BAtlas 12 H4 Lentia",http://pleiades.stoa.org/places/118803,confirmed
GAZ00152,Leptitanis,Leptitanis,344448,Lepcitani,32.636748,14.2922,unknown,"Originally a Phoenician colony (ca. 1100 BC), Lepcis Magna became a prominent Roman city and birthplace of the emperor Septimius Severus.",http://pleiades.stoa.org/places/344448,confirmed
GAZ00153,Libona,Libona,699901,Libona,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Libona",http://pleiades.stoa.org/places/699901,confirmed
GAZ00154,Limes Muticitanus,Muticitani,289939,Limes Muticitanus,,,unknown,"An ancient place, cited: BAtlas 29 unlocated Limes Muticitanus",http://pleiades.stoa.org/places/289939,confirmed
GAZ00155,Luca,Lucensis,403234,Luca,43.843003,10.50804,unknown,Luca (the modern Lucca) was originally an Etruscan settlement that became a Roman colony ca. 180 BC.,http://pleiades.stoa.org/places/403234,confirmed
GAZ00156,Lucos,Luco,446262,Lucos,,,unknown,"An ancient place, cited: BAtlas 45 unlocated Lucos",http://pleiades.stoa.org/places/446262,confirmed
GAZ00157,Lugdunensis,Lugdunensis,167717,Col. Lugdunum,45.75863,4.819486,unknown,"Col. Lugdunum was a Roman military colony from 43 BC and a major center in Gaul. Marcus Agrippa was involved in its expansion and two Roman emperors, Claudius and Caracalla, were born there.",http://pleiades.stoa.org/places/167717,confirmed
GAZ00158,Lugdunensium,Lugdunensium,167717,Col. Lugdunum,45.75863,4.819486,unknown,"Col. Lugdunum was a Roman military colony from 43 BC and a major center in Gaul. Marcus Agrippa was involved in its expansion and two Roman emperors, Claudius and Caracalla, were born there.",http://pleiades.stoa.org/places/167717,confirmed
GAZ00159,Lusionium,Lusionio,197362,Lussonium,46.656784,18.881709,unknown,"An ancient place, cited: BAtlas 20 F3 Lussonium",http://pleiades.stoa.org/places/197362,confirmed
GAZ00160,Lussonium,Lussonio,197362,Lussonium,46.656784,18.881709,unknown,"An ancient place, cited: BAtlas 20 F3 Lussonium",http://pleiades.stoa.org/places/197362,confirmed
GAZ00161,Macomades,Maccomadensis,363959,Macomades,31.205047,16.588337,unknown,"An ancient place, cited: BAtlas 37 B1 Euphranta/Macomades",http://pleiades.stoa.org/places/363959,confirmed
GAZ00162,Magis,Magis,89237,Magis,54.655581462,-3.54593836797,unknown,"A Roman fort at modern-day Burrow Walls, probably to identified with the ancient placename ""Magis"" (BAtlas 9 D6 Magis?).",http://pleiades.stoa.org/places/89237,confirmed
GAZ00163,Maglone,Maglone,89236,Maglone,54.807397,-3.15326,unknown,"A Roman fort at present-day Old Carlisle, cited: BAtlas 9 D6 ‘Maglone’",http://pleiades.stoa.org/places/89236,confirmed
GAZ00164,Mantua,Manutuana,383704,Mantua,45.160446,10.797659,unknown,Mantua (modern Mantova) is a city of Etruscan origin that received Roman citizenship in 49 B.C.,http://pleiades.stoa.org/places/383704,confirmed
GAZ00165,Marcianopolis,Marcianopoli,216878,Marcianopolis,43.22504,27.585033,unknown,"An ancient place, cited: BAtlas 22 E5 Marcianopolis",http://pleiades.stoa.org/places/216878,confirmed
GAZ00166,Marcis,Marcis in litore Saxonico,109140,Marcis,50.810751,1.70763,unknown,"An ancient place, cited: BAtlas 11 B2 Marcis?",http://pleiades.stoa.org/places/109140,confirmed
GAZ00167,Marsonia,Marsonia,197371,Marsonia,45.161708,18.018769,unknown,"An ancient place, cited: BAtlas 20 E4 Marsonia",http://pleiades.stoa.org/places/197371,confirmed
GAZ00168,Massilia,Massiliae Graecorum,148127,Massilia,43.296854,5.382499,unknown,Massalia/Massilia (modern Marseille) was founded by Phocaean Greeks ca. 600 BC as a trading outpost.,http://pleiades.stoa.org/places/148127,confirmed
GAZ00169,Matiscon,Matisconensis,177577,Matisco,46.306331,4.829183,unknown,A settlement in the territory of the Aedui mentioned by Caesar.,http://pleiades.stoa.org/places/177577,confirmed
GAZ00170,Maximianopolis,Maximianopoli,786047,Maximianopolis,26.115273,32.674131,unknown,"An ancient place, cited: BAtlas 80 B1 Kaine/Maximianopolis",http://pleiades.stoa.org/places/786047,confirmed
GAZ00171,Mediolanensis,Mediolanensis,383706,Mediolanum,45.463746,9.18806,settlement;urban,"Now Milan. A Celtic settlement and crossroad, later a Western Roman capital.",http://pleiades.stoa.org/places/383706,confirmed
GAZ00172,Mediolanensium,Mediolanensium,383706,Mediolanum,45.463746,9.18806,settlement;urban,"Now Milan. A Celtic settlement and crossroad, later a Western Roman capital.",http://pleiades.stoa.org/places/383706,confirmed
GAZ00173,Memfis,Memfi,736963,Memphis,29.849491,31.255061,settlement,A city and capital of Ancient Egypt that remained an important center for most of Egyptian history (BAtlas 75 E1 Memphis).,http://pleiades.stoa.org/places/736963,confirmed
GAZ00174,Menochia,Menochiae,687964,Menochia,31.334516,34.399245,unknown,"An ancient place, cited: BAtlas 70 E3 Maon/Menoeis/Castrum Moenoenum",http://pleiades.stoa.org/places/687964,confirmed
GAZ00175,Metita,Metita,874603,Metita,38.161074,39.14419,unknown,"An ancient place, cited: BAtlas 89 B2 Metita",http://pleiades.stoa.org/places/874603,confirmed
GAZ00176,Mettis,Mettis,108927,Mettis,49.11605,6.172677,unknown,Divodurum/Mettis was a Celtic capital oppidum of the Mediomatrici tribe and was captured by Iulius Caesar in 52 BC.,http://pleiades.stoa.org/places/108927,confirmed
GAZ00177,Misenum,Miseno,432941,Misenum,40.786279,14.084884,unknown,"An ancient place, cited: BAtlas 44 F4 Misenum",http://pleiades.stoa.org/places/432941,confirmed
GAZ00178,Moahile,Moahile,748965,Moahile,,,unknown,"An ancient place, cited: BAtlas 76 unlocated Moahile",http://pleiades.stoa.org/places/748965,confirmed
GAZ00179,Mochora,Mochora,863842,Mochora,42.5,42.5,unknown,"An ancient place, cited: BAtlas 88 A2 Mocheresis",http://pleiades.stoa.org/places/863842,confirmed
GAZ00180,Mogontiacum,Mogontiaco,109169,Mogontiacum,49.993005,8.278026,unknown,The original Roman settlement at Mogontiacum (modern Mainz) was established by Drusus ca. 13/12 BC. The settlement became an important military center throughout Roman times and was the base of operations for numerous Roman legions.,http://pleiades.stoa.org/places/109169,confirmed
GAZ00181,Montensis,Montensis,334579,Limes Montensis,34.5,7.5,unknown,"An ancient place, cited: BAtlas 34 F3 Limes Montensis",http://pleiades.stoa.org/places/334579,confirmed
GAZ00182,Morbium,Morbio,92170,Morbium,,,unknown,"An ancient place, cited: BAtlas 9 unlocated Morbium",http://pleiades.stoa.org/places/92170,confirmed
GAZ00183,Motha,Motha,678289,Motha,32.41855,36.818713,unknown,"An ancient place, cited: BAtlas 69 E5 Motha(na)/Motho?",http://pleiades.stoa.org/places/678289,confirmed
GAZ00184,Mursa,Mursae,197389,Mursa,45.560018,18.675749,unknown,"Mursa was an ancient city on the Drava river and the site of a colonia Aelia Mursa, likely founded by Hadrian in AD 133. Traces of Neolithic and Iron Age cultures have also been discovered at the site.",http://pleiades.stoa.org/places/197389,confirmed
GAZ00185,Naarsafari,Naarsafari,699904,Naar Safari,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Naar Safari",http://pleiades.stoa.org/places/699904,confirmed
GAZ00186,Naissus,Naissatensis,207303,Naissus,43.316295,21.893884,unknown,"An ancient place, cited: BAtlas 21 D6 Naissus",http://pleiades.stoa.org/places/207303,confirmed
GAZ00187,Nazala,Nazala,668315,Nazala,34.260948,37.257544,unknown,"An ancient place, cited: BAtlas 68 D5 Nazala",http://pleiades.stoa.org/places/668315,confirmed
GAZ00188,Nee,Nee,554290,Nee,,,unknown,"An ancient place, cited: BAtlas 56 unlocated Nea Kome/Nee",http://pleiades.stoa.org/places/554290,confirmed
GAZ00189,Neronias,Irenopolitana,658458,Neronias,37.249515,36.462152,unknown,"An ancient place, cited: BAtlas 67 C2 Eirenopolis/Neronias",http://pleiades.stoa.org/places/658458,confirmed
GAZ00190,Nicomedia,Nicomediae,511337,Nicomedia,40.765931,29.916288,unknown,Nicomedia was founded in 712/11 BC as a Megarian colony named Astacus and was rebuilt by Nicomedes I of Bithynia in 264 BC. The city was an important administrative center of the Roman Empire.,http://pleiades.stoa.org/places/511337,confirmed
GAZ00191,Nouae,Nouas,216899,Novae,43.60103,25.395644,unknown,"An ancient place, cited: BAtlas 22 C5 Novae",http://pleiades.stoa.org/places/216899,confirmed
GAZ00192,Nouiodunum,Nouioduno,216900,Noviodunum,45.270526,28.491915,settlement,The chief base of the Roman fleet on the lower Danube river.,http://pleiades.stoa.org/places/216900,confirmed
GAZ00193,Nouiodurum,Nouioduro,216900,Noviodunum,45.270526,28.491915,settlement,The chief base of the Roman fleet on the lower Danube river.,http://pleiades.stoa.org/places/216900,confirmed
GAZ00194,Novae,Novis,207310,Novae,44.620434,21.888533,unknown,"An ancient place, cited: BAtlas 21 D5 Novae",http://pleiades.stoa.org/places/207310,confirmed
GAZ00195,Novaria,Novariae,383717,Novaria,45.445082,8.618661,unknown,"An ancient place, cited: BAtlas 39 D3 Novaria",http://pleiades.stoa.org/places/383717,confirmed
GAZ00196,Occariba,Occariba,668322,Occaraba,35.076322,37.489463,unknown,"An ancient place, cited: BAtlas 68 D3 Occaraba",http://pleiades.stoa.org/places/668322,confirmed
GAZ00197,Olenacum,Olenaco,89260,Olenacum,53.9409021261,-2.11595049214,unknown,"A Roman fort at present day Elslack, North Yorkshire, cited: BAtlas 9 E7 Olenacum?",http://pleiades.stoa.org/places/89260,confirmed
GAZ00198,Ombos,Ombos,786079,Ombos,24.45205277777778,32.92824444444445,temple,The Ptolemaic temple to Sobek and Horus the Elder at Kom Ombo.,http://pleiades.stoa.org/places/786079,confirmed
GAZ00199,Onagrinum,Onagrino,207320,Onagrinum,45.236152,19.624394,unknown,"An ancient place, cited: BAtlas 21 B4 Onagrinum",http://pleiades.stoa.org/places/207320,confirmed
GAZ00200,Onagrinum,in castello Onagrino,207320,Onagrinum,45.236152,19.624394,unknown,"An ancient place, cited: BAtlas 21 B4 Onagrinum",http://pleiades.stoa.org/places/207320,confirmed
GAZ00201,Oneuatha,Oneuatha,678315,Oneuatha,34.018825,37.283135,unknown,"An ancient place, cited: BAtlas 69 F1 Oneuatha/*Anabatha",http://pleiades.stoa.org/places/678315,confirmed
GAZ00202,Opittergium,Opittergii,393459,Opitergium,45.781271,12.493648,unknown,Opitergium (modern Oderzo) is a settlement of the Veneti along the Piave river located at a junction of the Via Postumia.,http://pleiades.stoa.org/places/393459,confirmed
GAZ00203,Oraba,Oraba,874688,Oraba,36.244537,40.707477,unknown,"An ancient place, cited: BAtlas 89 C4 Shadikanni/Ar(a)ban/(H)Oraba?/*Castellum Arabum",http://pleiades.stoa.org/places/874688,confirmed
GAZ00204,Oresa,Oresa,668323,Oresa,35.124102,38.94342,unknown,"An ancient place, cited: BAtlas 68 G3 Oriza/Oruba/Oresa",http://pleiades.stoa.org/places/668323,confirmed
GAZ00205,Osismis,Osismis,69511,Osismis,48.389734,-4.486847,unknown,Gesocribate/Osismis (modern Brest in France) was a settlement in Gallia Lugdunensis.,http://pleiades.stoa.org/places/69511,confirmed
GAZ00206,Othona,Othonae,79631,Othona,51.724124,0.900334,unknown,"An ancient place, cited: BAtlas 8 H3 Othona",http://pleiades.stoa.org/places/79631,confirmed
GAZ00207,Otthara,Otthara,668327,Otthara,34.422928,37.173068,unknown,"An ancient place, cited: BAtlas 68 D5 Otthara",http://pleiades.stoa.org/places/668327,confirmed
GAZ00208,Pacatiana,Pacatiana,278631,Pacatiana,,,unknown,"An ancient place, cited: BAtlas 28 unlocated Pacatiana",http://pleiades.stoa.org/places/278631,confirmed
GAZ00209,Paetaonium,Paetaonio,236598,Petavonium,42.0898132,-5.9981701,fort,"An ancient place, cited: BAtlas 24 F2 Petavonium",http://pleiades.stoa.org/places/236598,confirmed
GAZ00210,Pampanis,Pampane,789754,Pampanis,,,unknown,"An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today",http://pleiades.stoa.org/places/789754,confirmed
GAZ00211,Parembole,Parembole,736993,Parembole,29.311376,31.238111,unknown,"An ancient place, cited: BAtlas 75 E2 Parembole",http://pleiades.stoa.org/places/736993,confirmed
GAZ00212,Parrodunum,Parroduno,118903,Parrodunum,48.70045,11.016986,unknown,"An ancient place, cited: BAtlas 12 E4 Parrodunum",http://pleiades.stoa.org/places/118903,confirmed
GAZ00213,Patauium,Patauio,393473,Patavium,45.409561,11.876975,unknown,"An ancient settlement of the Veneti, Patavium became a Roman municipium in 45 BC. It was the birthplace of several famous Romans including Titus Livius, Valerius Flaccus, Asconius Pedianus and Thrasea Paetus.",http://pleiades.stoa.org/places/393473,confirmed
GAZ00214,Pelusium,Pelusio,727192,Pelusium,31.049917,32.600128,unknown,"Pelusium was a fortified ancient city located at the mouth of the eastern-most branch of the Nile river. Its ruins, now land-locked and located approximately 30km southeast of Port Said, are known as Tell Farama.",http://pleiades.stoa.org/places/727192,confirmed
GAZ00215,Petrianae,Petrianis,89307,Petriana,54.905036,-2.934149,unknown,"An ancient place, cited: BAtlas 9 E6 Uxelodu(nu)m",http://pleiades.stoa.org/places/89307,confirmed
GAZ00216,Pithiae,Pithiae,857283,Pithiae,43.162916,40.334472,unknown,"An ancient place, cited: BAtlas 87 F1 Pityous",http://pleiades.stoa.org/places/857283,confirmed
GAZ00217,Poisrietemidos,Poisrietemidos,756625,Poisarietemidos,27.933259,30.883298,unknown,"An ancient place, cited: BAtlas 77 D1 ‘Poisarietemidos’",http://pleiades.stoa.org/places/756625,confirmed
GAZ00218,Pollentia,Pollentia,383745,Pollentia,44.686768,7.895976,unknown,"An ancient place, cited: BAtlas 39 B4 Pollentia",http://pleiades.stoa.org/places/383745,confirmed
GAZ00219,Pone Navata,Pone Navata,197452,Ponte Navata,47.798208,18.980086,fort,"*Ponte Navata, a late Roman fort on Sibrik hill, Visegrád.",http://pleiades.stoa.org/places/197452,confirmed
GAZ00220,Portu Epatiacus,Portu Epatiaci,114790,Portus Epatiacus,,,unknown,"An ancient place, cited: BAtlas 11 unlocated Portus Epatiacus",http://pleiades.stoa.org/places/114790,confirmed
GAZ00221,Portum Adurni,Portum Adurni,79645,Portus Adurni,50.838011,-1.114417,unknown,Portus ‘Adurni’? was likely a third century A.D. Roman fort (now Portchester) that is mentioned by name only in the Notitia Dignitatum. The Roman fort was converted to a Saxon castle and is thus very well preserved.,http://pleiades.stoa.org/places/79645,confirmed
GAZ00222,Praesidium,apud Praesidium,697729,Praesidium,30.944103,35.442258,unknown,"An ancient place, cited: BAtlas 71 A4 Praesidium",http://pleiades.stoa.org/places/697729,confirmed
GAZ00223,Praesidium,Praesidio,697729,Praesidium,30.944103,35.442258,unknown,"An ancient place, cited: BAtlas 71 A4 Praesidium",http://pleiades.stoa.org/places/697729,confirmed
GAZ00224,Psinaula,Psinaula,756628,Psinaula,26.653194,31.600403,unknown,"An ancient place, cited: BAtlas 77 F3 Psinabla",http://pleiades.stoa.org/places/756628,confirmed
GAZ00225,Quadrato,Quadrato,197463,Quadrata,47.736147,17.390445,unknown,"An ancient place, cited: BAtlas 20 E2 Quadrata",http://pleiades.stoa.org/places/197463,confirmed
GAZ00226,Quintanae,Quintanis,118919,Quintana,48.669403,13.078749,unknown,"An ancient place, cited: BAtlas 12 G4 Quintana",http://pleiades.stoa.org/places/118919,confirmed
GAZ00227,Rasin,Rasin,876684,Rasin,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Rasin/Rhasios",http://pleiades.stoa.org/places/876684,confirmed
GAZ00228,Ratiaria,Ratiarensis,207376,Ratiaria,43.809753,22.919689,unknown,"An ancient place, cited: BAtlas 21 E6 Ratiaria",http://pleiades.stoa.org/places/207376,confirmed
GAZ00229,Ratiaria,Ratiaria,207376,Ratiaria,43.809753,22.919689,unknown,"An ancient place, cited: BAtlas 21 E6 Ratiaria",http://pleiades.stoa.org/places/207376,confirmed
GAZ00230,Ravenna,Ravennatis,393480,Ravenna,44.415718,12.196604,unknown,A city of northern Adriatic Italy that served as the capital of the Western Roman Empire from AD 402 until 476.,http://pleiades.stoa.org/places/393480,confirmed
GAZ00231,Ravenna,Ravennae,393480,Ravenna,44.415718,12.196604,unknown,A city of northern Adriatic Italy that served as the capital of the Western Roman Empire from AD 402 until 476.,http://pleiades.stoa.org/places/393480,confirmed
GAZ00232,Regulbium,Regulbio,79654,Regulbium,51.379537,1.199796,unknown,"An ancient place, cited: BAtlas 8 I3 Regulbium",http://pleiades.stoa.org/places/79654,confirmed
GAZ00233,Remensis,Remensis,108945,Durocortorum,49.254104,4.032504,unknown,"The capital of the Remi in Gallia Belgica, now Reims.",http://pleiades.stoa.org/places/108945,confirmed
GAZ00234,Remi,Remensium,109275,Remi,49.2561547,4.0320509,unknown,"An ancient place, cited: BAtlas 11 E3 Remi",http://pleiades.stoa.org/places/109275,confirmed
GAZ00235,Remorum,Remorum,108945,Durocortorum,49.254104,4.032504,unknown,"The capital of the Remi in Gallia Belgica, now Reims.",http://pleiades.stoa.org/places/108945,confirmed
GAZ00236,Rene,Rene,876686,Rene,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Rene",http://pleiades.stoa.org/places/876686,confirmed
GAZ00237,Ripa,Ripa Alta,270365,Ripa,,,unknown,"An ancient place, cited: BAtlas 27 unlocated Ripa",http://pleiades.stoa.org/places/270365,confirmed
GAZ00238,Ripaltha,Ripaltha,876689,Ripaltha,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Ripaltha",http://pleiades.stoa.org/places/876689,confirmed
GAZ00239,Robatha,Robatha,699908,Robatha,,,unknown,"An ancient place, cited: BAtlas 71 unlocated Robatha/Robotha",http://pleiades.stoa.org/places/699908,confirmed
GAZ00240,Roma,Romae,423025,Roma,41.8917,12.4862,temple-2,The capital of the Roman Republic and Empire.,http://pleiades.stoa.org/places/423025,confirmed
GAZ00241,Sabariensium,Sabariensium,197498,Savaria,47.235142,16.62192,unknown,Colonia Claudia Savaria (Szombathely) Hungary.,http://pleiades.stoa.org/places/197498,confirmed
GAZ00242,Sabure,Sabure,697750,Sabure,30.314037,35.385319,unknown,"An ancient place, cited: BAtlas 71 A5 Sobora/Karkaria",http://pleiades.stoa.org/places/697750,confirmed
GAZ00243,Salona,Salonitana,197488,Salona,43.539561,16.483426,unknown,A coastal city of Dalmatia.,http://pleiades.stoa.org/places/197488,confirmed
GAZ00244,Salonitani,Salonitani,197488,Salona,43.539561,16.483426,unknown,A coastal city of Dalmatia.,http://pleiades.stoa.org/places/197488,confirmed
GAZ00245,Salonitanorum,Salonitanorum,197488,Salona,43.539561,16.483426,unknown,A coastal city of Dalmatia.,http://pleiades.stoa.org/places/197488,confirmed
GAZ00246,Salsouia,Salsouia,226748,Salsovia,45.066464,29.123993,unknown,"An ancient place, cited: BAtlas 23 C3 Salsovia",http://pleiades.stoa.org/places/226748,confirmed
GAZ00247,Saltatha,Saltatha,674263,Saltatha,,,unknown,"An ancient place, cited: BAtlas 68 unlocated Saltatha",http://pleiades.stoa.org/places/674263,confirmed
GAZ00248,Samarobriva Ambianorum,Ambianensis,109321,Samarobriva Ambianorum,49.892624,2.293832,unknown,"An ancient place, cited: BAtlas 11 C3 Samarobriva Ambianorum",http://pleiades.stoa.org/places/109321,confirmed
GAZ00249,Sardis,Sardis,550867,Sardis,38.488314,28.040286,unknown,Sardis was the capital of the Lydian Empire located in western Turkey.,http://pleiades.stoa.org/places/550867,confirmed
GAZ00250,Satala,Satala,874684,Satala,40.027787,39.597934,fort,Satala was the station of the Legio XV Apollinaris.,http://pleiades.stoa.org/places/874684,confirmed
GAZ00251,Securisca,Securisca,216978,Securisca,43.702592,24.834372,unknown,"An ancient place, cited: BAtlas 22 B5 Securisca",http://pleiades.stoa.org/places/216978,confirmed
GAZ00252,Segedunum,Segeduno,89288,Segedunum,54.987873,-1.532381,unknown,"An ancient place, cited: BAtlas 9 F6 Segedunum",http://pleiades.stoa.org/places/89288,confirmed
GAZ00253,Serianae,Serianae,668369,Seriane,35.387685,37.800064,unknown,"An ancient place, cited: BAtlas 68 E3 Seriane?",http://pleiades.stoa.org/places/668369,confirmed
GAZ00254,Seruitium,Seruitii,197509,Servitium,45.151471,17.25609,unknown,"An ancient place, cited: BAtlas 20 E4 Servitium",http://pleiades.stoa.org/places/197509,confirmed
GAZ00255,Sexagintaprista,Sexagintaprista,216982,Sexaginta Prista,43.849388,25.954117,unknown,"An ancient place, cited: BAtlas 22 C5 Sexaginta Prista",http://pleiades.stoa.org/places/216982,confirmed
GAZ00256,Silili,Silili,756641,Silili,26.779471,31.555114,unknown,"An ancient place, cited: BAtlas 77 F3 Selino/Silili",http://pleiades.stoa.org/places/756641,confirmed
GAZ00257,Singidunum,Singiduno,207443,Singidunum,44.802382,20.465593,unknown,An ancient settlement and Roman fort on the site of modern Belgrade in Serbia.,http://pleiades.stoa.org/places/207443,confirmed
GAZ00258,Sirmi,Sirmi,207447,Sirmium,44.966447,19.610106,unknown,"An ancient place, cited: BAtlas 21 B5 Sirmium",http://pleiades.stoa.org/places/207447,confirmed
GAZ00259,Sirmium,Sirmensis,207447,Sirmium,44.966447,19.610106,unknown,"An ancient place, cited: BAtlas 21 B5 Sirmium",http://pleiades.stoa.org/places/207447,confirmed
GAZ00260,Sirmus,Sirmensis,222195,Syrmus,,,unknown,"An ancient place, cited: BAtlas 22 unlocated Syrmus fl.",http://pleiades.stoa.org/places/222195,confirmed
GAZ00261,Siscia,Sisciae,197504,Siscia,45.483168,16.371388,unknown,"An ancient place, cited: BAtlas 20 D4 Segestica/Siscia",http://pleiades.stoa.org/places/197504,confirmed
GAZ00262,Siscianae,Siscianae,197504,Siscia,45.483168,16.371388,unknown,"An ancient place, cited: BAtlas 20 D4 Segestica/Siscia",http://pleiades.stoa.org/places/197504,confirmed
GAZ00263,Siscianorum,Siscianorum,197504,Siscia,45.483168,16.371388,unknown,"An ancient place, cited: BAtlas 20 D4 Segestica/Siscia",http://pleiades.stoa.org/places/197504,confirmed
GAZ00264,Sisila,Sisila,876704,Sisila,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Sisila/Sissilisson Phrourion/Ziziola?",http://pleiades.stoa.org/places/876704,confirmed
GAZ00265,Solua,Solua,197519,Solva,47.793351,18.741986,unknown,"An ancient place, cited: BAtlas 20 F2 Solva",http://pleiades.stoa.org/places/197519,confirmed
GAZ00266,Submuntorium,Submuntorio,118986,Summuntorium,48.646252,10.8264,unknown,"An ancient place, cited: BAtlas 12 D4 Summuntorium",http://pleiades.stoa.org/places/118986,confirmed
GAZ00267,Suissa,Suissa,860859,Suissa,,,unknown,"An ancient place, cited: BAtlas 87 unlocated Suissa",http://pleiades.stoa.org/places/860859,confirmed
GAZ00268,Sura,Sura,109359,Sura,49.5,5.5,unknown,"An ancient place, cited: BAtlas 11 F3 Sura fl.",http://pleiades.stoa.org/places/109359,confirmed
GAZ00269,Syene,Syene,786123,Syene,24.095991,32.904942,unknown,"The ancient city of Swenett in Egypt, called Syene by the Greeks.",http://pleiades.stoa.org/places/786123,confirmed
GAZ00270,Syracusae,Syracusani,462503,Syracusae,37.0738645,15.2718869278,,An important ancient city on the island of Sicily.,http://pleiades.stoa.org/places/462503,confirmed
GAZ00271,Talalatensis,Talalatensis,344498,Talalati,32.127233,13.099991,unknown,"An ancient place, cited: BAtlas 35 F2 Talalati",http://pleiades.stoa.org/places/344498,confirmed
GAZ00272,Talamonium,Talamonio,217007,Thalamonium,45.149867,28.916885,unknown,"An ancient place, cited: BAtlas 22 F3 Thalamonium",http://pleiades.stoa.org/places/217007,confirmed
GAZ00273,Tamucus,Tamuco,275732,Tamucus,35.559201,-5.411197,unknown,"An ancient place, cited: BAtlas 28 D2 Tamuda",http://pleiades.stoa.org/places/275732,confirmed
GAZ00274,Tarentum,Tarentini,442810,Tarentum,40.469229,17.240045,unknown,A Greek colonial city founded in 706 B.C.,http://pleiades.stoa.org/places/442810,confirmed
GAZ00275,Tegra,Tegra,217003,Tegra,43.920738,26.082325,unknown,"An ancient place, cited: BAtlas 22 D5 Tegris",http://pleiades.stoa.org/places/217003,confirmed
GAZ00276,Teriolis,Teriolis,187581,Teriolis,47.273341,11.242145,unknown,"An ancient place, cited: BAtlas 19 D2 Teriolis",http://pleiades.stoa.org/places/187581,confirmed
GAZ00277,Thainatha,Thainatha,678423,Thainatha,32.269976,36.228985,unknown,"An ancient place, cited: BAtlas 69 D5 Thantia/Thainatha",http://pleiades.stoa.org/places/678423,confirmed
GAZ00278,Thama,Thama,798107,Tama,,,unknown,"An ancient place, cited: BAtlas 81 unlocated Tama",http://pleiades.stoa.org/places/798107,confirmed
GAZ00279,Thannuris,Thannuri,874762,Thannuris,36.438598,40.86652,unknown,"An ancient place, cited: BAtlas 89 C4 Thannuris",http://pleiades.stoa.org/places/874762,confirmed
GAZ00280,Theodosiopolis,Resain - Theodosiopoli,874662,Theodosiopolis,36.825837,40.049623,unknown,A Roman garrison town located near the Chaboras that was later renamed Theodosiopolis.,http://pleiades.stoa.org/places/874662,confirmed
GAZ00281,Thessalonica,Thessalonicensis,491741,Thessalonica,40.626402,22.956201,unknown,A city of northern Greece founded by Cassander of Macedon ca. 315 BC; important center of the Roman and Late Antique.,http://pleiades.stoa.org/places/491741,confirmed
GAZ00282,Thillaamana,Thillaamana,876723,Thillazamana,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Thillazamana/Monithilla",http://pleiades.stoa.org/places/876723,confirmed
